delta0,memory_gain,memory_decay,weight_phase,weight_centroid,weight_peak
-1.3333333333333335,0.75,0.05,-0.32696953740050316,-0.11378112790607763,-0.8664354875082245
-1.0,0.75,0.05,-0.20290568729923164,-0.10069463272404042,-0.8354565796271105
-0.666666666666667,0.75,0.05,-0.11328814624194891,-0.08150541665287389,-0.8089579538232943
-0.3333333333333335,0.75,0.05,-0.04886918632048838,-0.033884866644729505,-0.8179116976597407
0.0,0.75,0.05,-0.0023241643425280997,0.0915999397214017,-0.9196917747833226
0.33333333333333304,0.75,0.05,0.0018658551934021966,0.03892521532710285,-0.8591213140992836
0.6666666666666661,0.75,0.05,-0.020154811089836588,-0.02143290171071902,-0.810971007675803
1.0,0.75,0.05,-0.0652915707523214,-0.059503344761326266,-0.802799353239699
1.333333333333333,0.75,0.05,-0.1371002350960669,-0.07555609283440692,-0.83028835558231
1.666666666666666,0.75,0.05,-0.2472226535150796,-0.0803616978747845,-0.8775899203874986
2.0,0.75,0.05,-0.4129357693902263,-0.1040707777347144,-0.900971836452882
2.333333333333333,0.75,0.05,-0.6390437199569924,-0.19805889121546422,-0.8151068860646387
2.666666666666666,0.75,0.05,-0.8714667095996275,-0.36235332407639875,-0.5678129134960745
3.0,0.75,0.05,-0.9929338943628224,-0.47050056615225466,-0.25484457414552225
3.333333333333333,0.75,0.05,-0.9395286812380907,-0.42062164028021587,-0.0029161304158796947
3.666666666666666,0.75,0.05,-0.7644582142134848,-0.2547779512770723,0.15928604562609458
4.0,0.75,0.05,-0.5705365160271066,-0.07236249571358941,0.253277801397643
-4.0,1.0,0.05,-0.4507570958649976,0.0622040431766025,0.3330989556611158
-3.6666666666666665,1.0,0.05,-0.5611557762131558,-0.04106376620712121,0.3089782769936289
-3.3333333333333335,1.0,0.05,-0.7545902870840252,-0.2236172982686424,0.24496610198884616
-3.0,1.0,0.05,-0.9443860232603751,-0.3992753388846875,0.10305406398350034
-2.666666666666667,1.0,0.05,-1.015792331280537,-0.4493632052655063,-0.15689454806178604
-2.3333333333333335,1.0,0.05,-0.9265654595839081,-0.3607795219168429,-0.4755400864288175
-2.0,1.0,0.05,-0.7418855200186728,-0.24166463614571077,-0.7176486233058963
-1.666666666666667,1.0,0.05,-0.5441832543655046,-0.1640059903476731,-0.8324871015269572
-1.3333333333333335,1.0,0.05,-0.3756899989711789,-0.1277716675174042,-0.8559824958158038
-1.0,1.0,0.05,-0.24549076688892324,-0.10969875365455761,-0.8389858708753066
-0.666666666666667,1.0,0.05,-0.14832263327584824,-0.08876659902717149,-0.8184662047499055
-0.3333333333333335,1.0,0.05,-0.07675166369537369,-0.043579012606213746,-0.8257436216061818
0.0,1.0,0.05,-0.02407715069208568,0.07157678294010272,-0.9151944415716646
0.33333333333333304,1.0,0.05,-0.0112416447814101,0.035031834625512924,-0.8671429131744112
0.6666666666666661,1.0,0.05,-0.02550132886823897,-0.0165174902622337,-0.8230946520604843
1.0,1.0,0.05,-0.0639032627834217,-0.052879676784044816,-0.8119130229028941
1.333333333333333,1.0,0.05,-0.12926830190216076,-0.07065314281076535,-0.8336271160079566
1.666666666666666,1.0,0.05,-0.2319181426330008,-0.07760554942309458,-0.875766838769823
2.0,1.0,0.05,-0.38786409461141813,-0.10024582337269786,-0.8993310791221991
2.333333333333333,1.0,0.05,-0.602818784711212,-0.18590914707882386,-0.8258003377531646
2.666666666666666,1.0,0.05,-0.8299397639802726,-0.33877453607557584,-0.6020767745078838
3.0,1.0,0.05,-0.9624309253345442,-0.4487135323808582,-0.3064560005045609
3.333333333333333,1.0,0.05,-0.9348257169383105,-0.4182427915792567,-0.054282557997047676
3.666666666666666,1.0,0.05,-0.7859811571446313,-0.27472186206402194,0.11947742243704876
4.0,1.0,0.05,-0.6063455514062804,-0.10414309498266039,0.22749874359622313
-4.0,1.5,0.05,-0.46501932545856856,0.06508035380437321,0.35413411964608205
-3.6666666666666665,1.5,0.05,-0.5563699409700837,-0.02066534823257231,0.3342661175441922
-3.3333333333333335,1.5,0.05,-0.7258231673772579,-0.180709020762739,0.2791799459339175
-3.0,1.5,0.05,-0.904825417330938,-0.346514140219894,0.15471017375622553
-2.666666666666667,1.5,0.05,-0.9930493199231093,-0.41438531452899174,-0.0769198894811093
-2.3333333333333335,1.5,0.05,-0.9429089033292255,-0.3606565299981228,-0.3723368681767434
-2.0,1.5,0.05,-0.7973205939144943,-0.2662063342546736,-0.6181159188474854
-1.666666666666667,1.5,0.05,-0.6232611114023903,-0.19442326071820643,-0.760258314716145
-1.3333333333333335,1.5,0.05,-0.4617173200767422,-0.1535061847917509,-0.817166133182621
