memory_decay,memory_gain,trial,effective_memory_gain,detuning_shift,perturb_noise_sigma_frac,perturb_weight_jitter_sigma,perturb_te_adaptive_total,perturb_te_adaptive_reference_mse,perturb_te_adaptive_family_tension,perturb_te_adaptive_weight_roughness,perturb_rmse,perturb_mse,perturb_bias,perturb_weight_phase_mean,perturb_weight_centroid_mean,perturb_weight_peak_mean,baseline_predict_te_adaptive_total,te_ratio_to_baseline,within_local_band,within_global_band
0.0,0.0,17,0.0,0.03323002601587815,0.03,0.035,0.21472963791871094,0.012798350712278923,0.1854085419217973,0.01652274528463472,0.10055245818314536,0.010110796846673195,-0.06518002649862188,-0.4967992844292259,-0.16088419131195902,-0.47837140288756486,0.21913306449328995,0.9799052389252109,1,1
0.0,0.0,18,0.20978884214109075,0.09327318304072008,0.03,0.035,0.22707829494709597,0.01520898485077154,0.19635875881711917,0.015510551279205274,0.11043424741525545,0.012195723002173857,-0.07574909378708294,-0.49373476949347617,-0.1701317191377162,-0.4824998116455682,0.21913306449328995,1.0362575610037585,1,1
0.0,0.0,19,0.0,-0.01573325316161178,0.03,0.035,0.21008695047907378,0.01318693534749217,0.18238053578575497,0.014519479345826636,0.10234963201233986,0.010475447173061385,-0.07203939143852114,-0.48675555741552534,-0.15044908581168154,-0.4676504848114611,0.21913306449328995,0.9587186258945729,1,0
0.0,0.0,20,0.0,0.035111009314561556,0.03,0.035,0.21713997701183715,0.012685879453453957,0.18731462894712986,0.017139468611253372,0.10140352447843302,0.010282674776648165,-0.06791267897213162,-0.5006715513794432,-0.17053512417341046,-0.4879530790546749,0.21913306449328995,0.9909046702465395,1,1
0.0,0.0,21,0.05135102115812417,-0.048388989695117963,0.03,0.035,0.2065939216318665,0.014586080902018518,0.17541117766159034,0.016596663068257692,0.10657471464313414,0.01135816980126547,-0.0786884040652842,-0.4992776766164679,-0.1531291571784058,-0.4923377172029073,0.21913306449328995,0.9427784077659926,0,0
0.0,0.0,22,0.204067099465025,0.047316579900792285,0.03,0.035,0.22483485876188614,0.012250158717356945,0.197670988173643,0.014913711870886208,0.0998000909332635,0.009960058150287663,-0.06602330587424925,-0.5037662004250738,-0.16494311575012235,-0.4729625753938812,0.21913306449328995,1.0260197806377631,1,1
0.0,0.0,23,0.0,0.10228411223051247,0.03,0.035,0.22453278442796973,0.015496073677983415,0.19262910790302246,0.01640760284696387,0.11167568966658728,0.012471459662507909,-0.06878785838775878,-0.48700049139001567,-0.15652432103061148,-0.476615196240717,0.21913306449328995,1.0246412833552334,1,1
0.0,0.25,0,0.5656402002615644,0.03141428144123347,0.03,0.035,0.24781669293837263,0.014390725410898746,0.21987442602159568,0.01355154150587822,0.10913872533710492,0.011911261368208026,-0.07212667726142026,-0.5146447582845856,-0.1662407432152083,-0.4785742378885697,0.2326227311841148,1.0653158944395344,0,1
0.0,0.25,1,0.3935591736548437,-0.045525355554492636,0.03,0.035,0.24411190429370463,0.014286357979271767,0.21394872213489854,0.015876824179534333,0.10781204317442633,0.011623436653444367,-0.06607425944360593,-0.5131614416900875,-0.16957823480186726,-0.48496591146354817,0.2326227311841148,1.0493897266664642,1,1
0.0,0.25,2,0.2023492764262998,-0.054861874266083625,0.03,0.035,0.22873143702627036,0.012544088909701115,0.20011539810962176,0.01607195000694748,0.10110867665002637,0.010222964493919589,-0.06445228179261617,-0.5129550579949604,-0.16210032473574632,-0.4786637505451198,0.2326227311841148,0.9832720812018814,1,1
0.0,0.25,3,0.16159479630951368,0.10781048776067403,0.03,0.035,0.2268891100937932,0.019114074481470886,0.19162160642361697,0.016153429188705316,0.12138483851122556,0.014734279020396307,-0.07921362314460634,-0.5047434835197327,-0.16114573148108174,-0.4823518999120154,0.2326227311841148,0.9753522750715896,1,1
0.0,0.25,4,0.20395053985408212,0.0978627921673289,0.03,0.035,0.24241324412679888,0.015054841679013132,0.21077359749500427,0.01658480495278146,0.10958242317007165,0.012008307467824655,-0.05894430163898611,-0.49427480842259336,-0.16370818760279204,-0.4836516007659471,0.2326227311841148,1.0420875160946121,1,1
0.0,0.25,5,0.4636919229327975,-0.03023159822367775,0.03,0.035,0.23827497919453702,0.01227658702448771,0.21015964432128217,0.015838747848767085,0.10225052609159893,0.010455170086008754,-0.07491548463618838,-0.5153187493636602,-0.15447738736041663,-0.47358774130399406,0.2326227311841148,1.0242979178416944,1,1
0.0,0.25,6,0.46748667143422,0.07952707697276856,0.03,0.035,0.23085432989571064,0.01503423927285127,0.20045090576909996,0.01536918485375939,0.11042227261479559,0.012193078289416235,-0.08122120784559118,-0.5218633341646685,-0.1657223734354448,-0.48163527803513584,0.2326227311841148,0.9923979858743704,1,1
0.0,0.25,7,0.20235543013139948,0.05611153734974738,0.03,0.035,0.21213972957232444,0.019636013088914214,0.17648323402484575,0.016020482458564415,0.11830940899633836,0.01399711625706287,-0.08699326309451888,-0.5071800519479609,-0.17021929285440193,-0.470530593814754,0.2326227311841148,0.9119475491172933,0,0
0.0,0.25,8,0.2151644043196862,0.08936673043173995,0.03,0.035,0.2262917381371495,0.012127915975924726,0.19816220905007131,0.016001613111153473,0.09987080669394992,0.009974178029700312,-0.06743180144690755,-0.5065068607573356,-0.15153200798963545,-0.48609330533969547,0.2326227311841148,0.9727842889010082,1,1
0.0,0.25,9,0.19833657726861692,-0.040985436661089836,0.03,0.035,0.21623488017352424,0.01494869362704315,0.1863853443946963,0.014900842151784792,0.10791681971553276,0.011646039977514799,-0.07894409101442186,-0.502403581448106,-0.1567425107117681,-0.4710290517494372,0.2326227311841148,0.9295518072237746,0,1
0.0,0.25,10,0.05316102299959963,-0.015806349587274,0.03,0.035,0.21583175092110182,0.011259663849416028,0.18691804612881507,0.0176540409428707,0.09649227229083099,0.00931075861184787,-0.0685090848177093,-0.4913091153513179,-0.151594137108903,-0.48042473092122945,0.2326227311841148,0.9278188327617761,0,1
0.0,0.25,11,0.15919244340722566,-0.23236469182848124,0.03,0.035,0.22848068110038447,0.015486107947240117,0.19662062803353425,0.01637394511961008,0.1100824964986203,0.01211815603536875,-0.06980479870123436,-0.49053052233313466,-0.14255428587691774,-0.4864233493446932,0.2326227311841148,0.9821941301151176,1,1
0.0,0.25,12,0.22821097825141662,0.00512598593567472,0.03,0.035,0.23462738369790972,0.014782265882143384,0.20441692148280752,0.015428196332958862,0.10814660720503251,0.011695688649959589,-0.0676943195936123,-0.5006767251573889,-0.16987941421740926,-0.4882148877189699,0.2326227311841148,1.0086176123184123,1,1
